id,adaptibility,danceability,duration,energy,explicit,happening,instrumentalness,loudness,mode,naturality,positiveness,release_date,reputation,speechiness,tempo,time_signature,total_tracks
x4qc49GRcPYsQxH/,7,55.3,596093.0,5.64,False,0.108,0.929,-46.104,6,0.968,0.0716,2021-07-30,21,0.0316,100.05,3,4
ftNdA9vOUL1Ha/UG,10,74.9,526751.0,92.5,True,0.52,0.0,-5.068,6,0.241,0.641,2010-06-18,86,0.227,86.989,4,17
ThSBjmFOp8/oOtsG,11,61.2,394591.0,56.99999999999999,False,0.0963,0.0,-8.284,5,0.278,0.334,2019-03-08,73,0.0347,77.004,4,16
EEhzFyMb66Wh6EIQ,7,56.6,650057.0,70.6,False,0.147,2.4e-05,-6.018000000000001,6,0.115,0.211,2011-05-10,51,0.0376,89.993,4,25
H5jAXZkr2jK9fS7s,1,35.5,423071.0,3.04,False,0.116,0.0555,-35.958,6,0.989,0.188,1957-01-01,68,0.0361,90.495,3,12
8KT6SsOoF8Rft231,0,76.0,467097.0,74.6,True,0.0905,0.0,-5.662000000000001,5,0.137,0.449,2019-11-15,65,,100.011,4,18
Y//dHHxVJCfMMBXK,11,45.9,440271.0,98.2,False,0.131,0.00131,-0.7140000000000004,5,0.000547,0.161,2011-09-23,40,0.134,112.04,4,13
f7iigXdKkTTeapVZ,11,47.9,461125.0,85.39999999999999,False,0.372,5.72e-05,-7.202,6,4.61e-06,0.535,2015-03-24,51,0.0405,136.067,4,11
KB6ZqBGa7sNM20Hq,5,64.3,299785.0,78.5,False,0.262,8.95e-06,-2.736,5,0.122,0.459,2023-02-24,50,0.148,138.968,4,1
hPX1LsrpWrRZgDjK,4,54.2,282861.0,10.7,False,0.388,0.911,-31.076,5,0.497,0.0795,2023-03-13,41,0.0392,111.837,4,1
o5qAuxHwPoT5uB3p,9,57.6,435269.0,58.7,False,0.629,0.000211,-11.48,6,0.66,0.428,2023-08-25,58,0.0555,82.946,4,11
Z0fRbthyogDH1sFi,9,78.9,396603.0,65.3,False,0.0992,0.000415,-12.012,5,0.513,0.703,2020-10-07,53,0.094,101.985,4,1
8fysM8ILq1p8Lrmw,7,50.5,365011.0,74.9,False,0.317,8.56e-05,,6,0.159,0.421,2023-10-20,31,0.032,159.991,4,1
EyqzVL7FL4Ng0RV/,1,70.19999999999999,488457.0,62.9,True,0.0963,0.0,-3.584,6,0.0506,0.446,2014-09-16,77,0.041,141.967,4,22
+gdSNPQonfVvHi0S,5,55.60000000000001,306005.0,15.7,False,0.328,0.848,-31.154000000000003,6,0.796,0.409,2023-09-24,45,0.0493,80.018,4,2
yx202X/4zlmlBZ45,4,65.8,,76.1,False,0.0929,0.679,-12.854,5,0.00606,0.219,2023-07-28,38,0.0473,127.997,4,1
BuA/pKoELnr2g0jl,7,45.7,493845.0,90.2,False,0.258,0.196,-6.247999999999999,6,2.17e-05,0.834,1994-03-09,71,0.0313,92.711,4,15
QDycAp5Hn2ntDuYp,7,31.1,332575.0,96.8,False,0.701,0.69,-8.724,6,0.019,0.037,2023-03-17,64,0.0972,139.981,3,1
1A+WCbqnZk9gRp9/,5,53.8,478299.0,76.4,True,0.142,0.0,-5.821999999999999,5,0.0554,0.279,2023-07-18,59,0.0921,149.973,4,1
YZVm63gx2SgJcdJN,11,68.30000000000001,403791.0,79.60000000000001,False,0.197,0.0,-3.3580000000000005,6,0.111,0.531,2016-05-13,78,,90.031,4,12
ESX3mJ7n58UVpHUD,4,88.4,336381.0,75.5,False,0.83,0.73,-14.77,5,0.105,0.712,2023-08-26,41,0.082,126.984,4,1
gcnWU7pnviXntxem,9,61.4,640005.0,43.5,False,0.314,0.00284,-19.92,5,0.0777,0.352,2022-03-18,32,0.0335,77.938,4,10
Ynz8+U98ur77Oecj,7,42.3,292357.0,97.5,True,0.346,0.0,-5.42,6,0.00372,0.387,2022-08-19,67,0.397,172.046,4,15
1ivdWs4OT4npf3Xn,2,,356489.0,64.5,False,0.709,2.96e-05,,5,0.00589,0.652,2023-06-23,71,0.0938,126.994,4,1
r8c0bSiBQUeIXlNx,9,44.8,222617.0,0.3969999999999999,False,0.0612,0.912,-49.006,5,0.995,0.0377,1987-01-01,53,0.0788,51.112,4,29
MhNZQUFicvBeU2sL,11,41.8,520343.0,31.0,True,0.216,0.0,-14.738,5,0.095,0.131,2023-01-31,79,0.0625,139.614,4,10
Pt7SS/oRgYB8+yTX,2,44.6,777235.0,93.5,False,0.262,0.804,-7.869999999999999,6,0.0219,0.192,2023-10-09,36,0.041,80.008,4,6
2VCvS16fHjAYneb5,11,18.2,483611.0,3.77,False,0.0804,0.957,-62.496,5,0.987,0.0923,2021-11-12,60,0.0391,100.482,4,1
0CUxaOQQgd+PtNcj,8,59.8,268981.0,76.0,True,0.0159,0.618,-8.02,5,0.00113,0.918,2023-01-05,37,0.082,156.082,4,2
DS2+HO1A2cWn7xyA,3,45.4,640065.0,,False,0.137,0.846,-15.521999999999998,6,0.139,0.327,2017-06-09,85,0.0265,93.719,4,10
WACuQy5TWedDlyQ/,1,29.3,624941.0,,False,0.0954,0.000196,-5.188000000000001,6,7.49e-05,0.177,2019-02-15,49,0.121,98.059,4,12
1dAU77samiq+D1Zt,9,60.9,410463.0,44.8,False,0.0695,0.00349,-13.166,5,0.546,0.672,2022-11-04,49,0.0467,138.038,4,1
TemEZ3IAHu3pepOC,7,40.5,493711.0,79.60000000000001,False,0.091,0.803,-24.144,6,0.22,0.0384,2021-12-03,43,0.0399,140.114,4,13
KqSzPJcEn6mj/+Q2,7,70.3,312591.0,66.10000000000001,False,0.198,0.00932,-10.108,6,0.0344,0.558,2020-02-28,52,0.0787,97.012,4,12
0gFdboKI0qUjeeK+,2,82.5,401099.0,41.4,True,0.357,0.0,-8.268,6,0.00265,0.106,2021-10-30,74,0.144,72.993,4,11
1/NdMEDIUFk0O2Ud,0,53.3,376259.0,86.5,True,0.283,8.83e-05,-5.938000000000001,5,0.000428,0.605,2021-09-09,60,0.0601,94.969,4,2
tfsySw79hpUE8fpl,8,51.3,354457.0,82.6,False,0.366,3.48e-05,-11.814,5,0.555,0.539,1969-01-01,69,0.0574,94.582,4,10
OVdvGf9IfiQQjFQj,0,57.3,257807.0,,False,0.111,0.819,-21.214,5,0.615,0.723,2023-04-09,41,0.044,74.973,4,1
+oWGN3E/rcMqS8dS,4,61.2,576857.0,11.3,False,0.122,0.449,-35.996,5,0.77,0.512,1978-01-01,45,0.0426,81.784,3,9
FAEwqijobccgvTtC,1,52.3,360325.0,94.3,False,0.0579,3.81e-05,-3.4060000000000006,6,0.00704,0.766,1998-11-16,84,0.0337,99.607,4,14
gRC1udHjPShhvLLu,3,89.60000000000001,294861.0,8.59,False,0.109,0.92,-28.606,5,0.802,0.0863,2023-10-06,59,0.426,140.209,4,1
TK1e2iUu4qXtP8RY,9,43.7,435577.0,,False,0.104,0.0773,-13.658,6,0.0169,0.113,2023-06-09,25,0.0309,137.441,4,4
Roj6aIrRCIBvOuqE,1,47.0,420253.0,89.60000000000001,False,0.244,0.00561,-2.3840000000000003,6,0.0585,0.307,2018-03-22,48,0.0366,129.965,4,1
GYpe8zkptFmVquZ6,9,73.2,487897.0,52.400000000000006,False,0.109,0.126,-10.946,5,0.0662,0.445,2020-02-28,43,0.0312,111.921,4,12
xBE2bdnPoJqld8B6,5,16.3,687817.0,88.5,False,0.228,0.0121,-4.246,5,0.000202,0.549,2009-04-14,57,0.0725,198.556,3,10
NBrflxpABGWM4NUT,11,54.50000000000001,396779.0,94.7,False,0.407,0.0,-6.465999999999999,5,0.00186,,2023-04-27,60,0.0745,124.023,4,1
BUipg2+hEf27zKrJ,8,64.2,448537.0,72.89999999999999,False,0.182,0.00764,-9.388,5,0.0491,0.751,2021-11-26,27,0.0424,118.061,4,1
0VdhtSWCY3j3lhkK,1,89.7,291089.0,66.2,True,0.534,0.0,-8.806,5,0.0852,0.389,2018-10-05,86,,112.511,4,13
3slSe6SdHRfEnoaa,11,56.39999999999999,450297.0,,False,0.109,0.0,-4.84,5,0.00125,0.393,2012-01-01,78,0.0461,91.972,4,14
L+4lvSgV1ei5xdQI,1,,480005.0,94.9,False,0.0882,0.875,,6,0.00284,0.506,2013-09-17,40,0.046,153.916,4,4
IFArtOfwkp3JvdCX,11,68.4,487871.0,67.5,False,0.242,0.0,-11.246,6,0.163,0.924,1977,77,0.0257,107.064,4,10
9A/Jz2N27EC2c1nv,6,51.7,327713.0,67.5,True,0.151,0.0,-5.763999999999999,6,0.459,0.518,2023-01-31,88,0.0357,203.853,4,3
Bjx6cQa5t+uMH1Da,1,72.7,300805.0,38.7,False,0.0625,0.0102,-19.666,6,0.248,0.966,1974-06-11,65,0.0412,160.395,4,10
9pYrd5kC/pMdtFJb,7,26.6,176131.0,20.6,False,0.133,0.916,-41.492,5,0.976,0.114,2023-05-18,30,0.0547,,3,17
5gcEa4cG+pvIbxdK,8,93.0,371337.0,91.1,True,0.0329,2.06e-05,-2.4880000000000004,6,0.132,0.962,2023-09-29,55,0.0394,,4,7
FHO3dSe57TR+2aUR,0,79.60000000000001,448579.0,41.5,False,0.127,0.255,-18.762,6,0.627,0.425,2023-10-27,0,0.0386,120.029,4,2
5Vcd+O/EGuwD6Jn/,7,74.5,725471.0,54.400000000000006,False,0.0901,0.000524,,6,0.0239,0.84,1997-01-01,37,0.21,88.383,4,14
vnJgoxJsIuE4qcEk,0,86.4,489951.0,49.5,False,0.0992,0.000133,-9.072,6,0.591,0.72,2011-01-01,78,0.037,129.062,4,12
BCzVNU57+yVfIgyR,6,46.1,501017.0,60.8,False,0.127,0.0783,-10.454,5,0.0238,0.617,2022-09-09,44,0.0736,194.384,4,10
tevNRCNzyhHDVQlY,11,55.50000000000001,387685.0,50.7,True,0.283,0.0,-7.198,5,0.25,0.339,2019-10-04,72,0.167,137.875,4,18
69Jei6xNlaJiyFta,5,80.30000000000001,304805.0,83.39999999999999,False,0.16,0.00197,-5.981999999999999,5,0.0162,0.563,2023-10-06,71,0.0366,128.008,4,1
+X2HXXy4WRyMOPNz,0,39.6,557345.0,,False,0.111,8.29e-05,-17.782,6,0.725,0.178,2023-09-15,78,0.0355,172.399,4,1
xX5Q4QaYsrdNaJoY,7,57.8,734065.0,79.60000000000001,False,0.11,0.0345,-18.232,5,0.000864,0.233,2023-08-16,46,0.0612,119.964,3,2
0irGCDogO1n8qVkN,2,63.5,450857.0,62.4,False,0.188,0.0455,-9.208,6,0.0022,0.336,2023-05-19,73,0.0304,119.97,4,12
awNCMnFqno8ZpPI+,9,40.0,446165.0,97.9,False,0.196,0.0374,-0.8259999999999996,6,0.00369,0.198,2023-10-19,30,0.157,165.037,4,2
3kwTfOXHbNlLSXqW,1,91.6,349797.0,77.9,False,0.0969,0.00114,-6.176,6,0.0995,0.886,2023-03-23,57,0.0502,119.023,4,1
KpH6Gmi13QJ0k7MH,5,40.3,525205.0,50.5,True,0.121,0.0,-10.5,6,0.592,0.32,2017-04-26,77,0.0463,164.902,4,10
e+Lr3kDnm3v95zsz,7,47.8,496617.0,97.4,False,0.0738,0.0984,-2.732,6,0.000266,0.268,2004,65,0.102,141.077,4,13
7MSDPIAdRAO9rnyK,8,,283871.0,87.4,False,0.173,0.0463,-15.294,6,0.279,0.966,1983,57,0.0463,172.129,4,20
kWcygWDNCxQKaJ1z,3,72.89999999999999,439205.0,68.8,False,0.295,9.44e-06,-9.936,6,0.127,0.671,1999-01-01,71,0.0264,123.867,4,10
SVzI29lbc78ORJnO,7,54.400000000000006,575261.0,91.9,True,0.0783,1.52e-05,-9.32,6,0.0125,0.208,2018-06-29,44,0.0659,130.039,4,7
evqdN2mRNPEYM5xw,1,48.7,562765.0,88.6,False,0.259,0.00876,-3.3160000000000007,6,0.00907,0.237,2023-05-19,57,0.0743,91.015,4,10
Z+lNRrLlFj3HCwJe,7,75.3,494205.0,66.9,True,0.122,0.0,-4.827999999999999,5,0.0378,0.584,2023-08-04,76,0.104,,4,2
A7lceyR4krHyP9d0,1,62.3,478431.0,79.10000000000001,False,0.0793,0.00105,-10.634,5,0.0328,0.692,2023-09-29,47,0.0542,,4,16
MAnC299A6H7FyUog,2,86.8,657791.0,54.1,False,0.046,3.84e-05,,6,0.105,0.96,1989,58,0.053,102.471,4,10
CUWrhmM4VrLaKk37,11,,416885.0,69.5,False,0.298,0.0,-3.805999999999999,6,0.212,0.766,2003-07-15,49,0.314,79.232,4,12
Gy5fGtDzM3XlD3cj,7,47.2,365311.0,3.14,False,0.15,1.46e-05,-31.012,6,0.976,0.194,1964,48,0.0364,135.555,4,12
uU8OcMEfGWOVshsn,10,,328289.0,56.39999999999999,True,0.104,0.0,,5,0.0149,0.0667,2023-10-06,85,0.277,139.92,4,23
bH6OEkPzGg41dkIe,1,32.300000000000004,447737.0,85.6,False,0.0749,2.68e-05,,5,0.00595,0.325,2023-07-06,51,0.0656,165.059,4,5
5z4wcpKlgLZTkkMt,9,46.2,273557.0,75.8,False,0.712,0.00341,-8.074,5,0.0126,0.646,2023-10-20,31,0.183,146.548,4,1
IRz+L6rrG0dLAwLV,2,52.8,535657.0,94.7,False,0.165,0.0632,-9.35,6,9.31e-06,0.661,2021-12-03,67,0.0518,149.082,4,18
GpXX0o2z6bRv7ob0,3,49.6,366251.0,60.7,False,0.0884,6.68e-06,-4.222,5,0.222,0.249,2023-05-05,40,0.0336,83.14,3,1
kflIdpk9hqzfe3wN,0,51.3,329097.0,54.6,False,0.17,0.0,-26.344,6,0.333,0.834,1958-01-01,58,0.0391,85.527,4,12
Idod1h18265iHM7F,8,25.8,152493.0,13.900000000000002,False,0.119,0.896,-51.74,5,0.977,0.0399,2023-05-18,34,0.0382,67.517,4,17
bvFbrrV4Y06RapxT,4,62.8,501887.0,84.8,False,0.0767,0.000185,-8.926,5,0.0998,0.664,2023-10-25,5,0.196,169.923,4,1
AgpdhvTMurcMKxX5,1,79.80000000000001,484281.0,91.2,False,0.095,0.848,,5,0.00138,0.175,2023-08-04,47,0.047,128.005,4,1
CRxya8nRnWJJ5F7n,0,42.8,396451.0,69.5,False,0.117,4.12e-06,-4.26,6,0.0336,0.214,2018-01-19,54,0.0437,128.111,4,1
EIq1HRVgg5+BVpTl,9,47.6,387241.0,98.0,False,0.239,0.000285,,5,0.00558,0.241,2023-03-16,47,0.0998,94.963,4,1
EfoijeNB81LQ996q,5,81.6,506785.0,72.6,True,0.372,0.0,-2.9960000000000004,5,0.099,0.65,2018-04-06,80,0.129,136.048,4,13
46nwiloUBdqJP30W,7,45.7,345391.0,41.2,False,0.275,4.35e-05,-17.276,5,0.0516,0.44,1969-08-15,57,0.0369,129.423,4,12
wMVEgnwGGGLTmflj,9,36.8,233129.0,4.5,False,0.0759,0.917,-60.886,5,0.971,0.164,2023-07-15,33,0.0351,68.013,4,16
TkD0+xWf990zRqeB,9,54.8,258811.0,11.6,False,0.0819,0.907,-45.222,6,0.876,0.242,2021-02-03,41,0.0557,169.941,4,1
myBhyFEPuLkS8w6W,0,53.2,451657.0,74.8,False,0.153,4.76e-06,-5.446,6,0.0275,0.12,2016-01-15,52,0.0358,129.97,3,5
ToxXvvyHfJprSZr0,3,64.4,393483.0,,False,0.105,0.00305,-9.434,6,0.0294,0.528,2023-05-19,50,0.0297,123.998,4,12
cvXbeXvrH4Y+7W1R,1,10.8,439899.0,92.7,False,0.0847,1.46e-06,-5.018000000000001,5,4.09e-06,0.407,2023-10-27,0,0.113,189.985,4,1
VogYPRYNTvTXNTO8,11,54.50000000000001,217605.0,28.5,False,0.0999,0.857,-17.34,6,0.696,0.0692,2022-12-09,50,0.0326,75.032,4,1
6vW3uW2lk9w6Lm1o,3,44.2,363071.0,94.3,False,0.091,8.71e-06,-1.41,6,0.00293,0.781,1994-02-01,84,0.0602,85.064,4,15
JU84KUYPmGw5FjnF,6,35.2,542085.0,52.6,False,0.117,0.916,-18.104,6,0.226,0.535,2023-05-19,39,0.0428,171.127,4,6
FOkOMC5ItaCNIptS,5,61.8,363417.0,57.1,False,0.127,0.064,-16.316,6,0.385,0.241,2023-04-28,44,0.0348,97.026,4,11
PHxYb/+tscv7njwk,2,47.4,430005.0,89.4,False,0.088,0.000146,-3.8859999999999992,5,0.000262,0.399,2008-06-10,65,0.0629,89.992,4,13
B2+ld9L/Yfc4kMsf,2,30.4,444317.0,91.2,False,0.145,0.0958,-5.944000000000001,6,7.51e-05,0.271,2023-09-01,25,0.0752,,4,1
aV2yZGmxTQHD73so,5,94.9,568405.0,66.10000000000001,True,0.0454,0.0,-3.4879999999999995,5,0.0302,0.76,2000-05-23,88,0.0572,104.504,4,18
xuPGL9gsYBrN4I1l,11,49.2,383811.0,66.4,False,0.101,0.329,-11.232,6,0.00584,0.35,2020-02-28,32,0.0679,154.919,4,5
NBEFMEX5bEu9sdLN,2,30.0,543817.0,93.6,False,0.158,0.021,-5.798,6,0.0337,0.756,1984,54,0.0456,133.065,4,8
pCOJQa0uVmysefJ2,2,56.89999999999999,582857.0,88.3,False,0.0883,7.74e-05,-3.82,5,8.07e-05,0.373,2010-04-20,71,0.0748,134.001,4,11
bnYT0zNGwlnZ9Ly3,7,30.4,385089.0,94.4,True,0.163,7.08e-05,-4.5280000000000005,5,0.000339,,2023-10-20,30,0.275,177.03,4,1
yuSt2MWkIeqP6EOp,11,60.1,310765.0,48.3,True,0.108,0.0,-19.548,5,4.94e-05,0.344,2023-09-01,48,0.366,172.83,4,1
kjH9AM9aOZtS1M/l,1,73.1,446691.0,74.4,True,0.123,0.0,-6.539999999999999,5,0.109,0.727,2023-03-17,78,0.174,171.859,4,1
pZUdpdOfIjnSsnqJ,1,43.6,388421.0,91.7,True,0.313,0.00159,-5.25,5,8.7e-05,0.357,2022-04-15,41,0.152,132.282,4,1
hj/h79sxgZ1xcFpn,4,19.8,404485.0,2.46,False,0.122,0.275,-59.142,5,0.945,0.125,2007-01-01,48,0.0436,168.273,3,17
0kkB7OYT2F0KW6mJ,9,59.2,221777.0,45.7,True,0.146,0.000331,-7.162000000000001,5,0.661,0.225,2018-03-16,85,0.0603,146.04,4,18
/A7LOExAR0MdI8/2,3,57.4,348571.0,,False,0.675,0.0,-5.904,5,0.00186,0.644,2023-03-10,65,0.0813,99.942,4,11
jtzwog3PLFa1ncXL,1,34.4,398745.0,69.19999999999999,False,0.11,0.0,-8.11,6,0.0314,0.376,2023-10-06,44,0.0553,167.925,4,5
yyAXMp+UnJf54Uyl,1,78.9,438671.0,85.8,True,0.349,0.0,-6.084,6,0.127,0.775,2011-08-08,85,0.311,140.022,4,12
L6bwsmF4+ErPD55d,7,52.400000000000006,367151.0,92.3,False,0.102,0.0,-2.06,6,0.00958,0.318,2022-06-10,59,0.085,149.972,4,12
hpKU0OkOHxJJTi77,1,51.4,451977.0,96.8,True,0.337,0.0374,-4.416,6,0.000215,0.514,2022-03-23,39,0.0737,164.981,4,1
WNBSEU8HeSojh+hX,0,34.8,420805.0,9.2,False,0.12,0.0,-22.21,6,0.98,0.207,1993-04-20,32,0.0366,175.703,3,51
ZJOyvHgfkp0g8K+7,2,86.4,420165.0,55.8,False,0.178,0.00105,-11.392,5,0.102,0.544,2011-04-11,61,0.0399,129.969,4,11
VQWcSpAQUcpu0122,0,64.60000000000001,506093.0,,False,0.0968,0.868,-12.928,5,0.559,0.473,2020-11-13,53,0.0265,93.989,4,1
dHn3OxD0mIu0Qe9h,10,84.6,904937.0,73.5,False,0.0484,0.0153,-11.782,6,0.317,0.972,1996-10-29,42,0.0316,116.404,4,28
wBX5SRo6C2g8ltUM,2,80.4,438005.0,84.39999999999999,True,0.688,0.000113,-3.074,6,0.074,0.811,2023-06-16,43,0.0434,129.988,4,3
ERrMwpf6nfdjdDki,0,39.3,328129.0,8.76,False,0.282,0.914,-42.522,5,0.802,0.095,2023-04-06,52,0.038,,4,1
rLwlORecQV2QIP9k,2,86.2,340539.0,,True,0.415,0.0,-9.846,6,0.379,0.239,2023-08-04,80,0.283,124.081,4,1
WmC7GvaQKbc7k8h5,6,50.1,798311.0,40.3,True,0.267,0.0,-17.212,5,0.234,0.111,2022-11-04,78,0.119,118.352,4,16
vxjDxHFDEdPACKXT,6,44.6,374587.0,97.4,True,0.408,0.806,-1.7720000000000002,6,4.92e-05,,2023-09-22,56,0.118,99.058,4,10
hQ909o/tdcO3JAk1,11,77.60000000000001,352927.0,49.1,False,0.112,0.821,-15.828,6,0.305,0.645,2022-12-09,36,0.0675,144.999,3,1
wV/yvl8+7WI+u8p5,2,61.5,510147.0,50.0,False,0.318,0.0,-14.2,6,0.548,0.631,2007-07-24,32,0.0661,88.136,4,10
Pz4u1oigbC6RFtiT,6,49.5,210099.0,21.5,False,0.109,0.85,,5,0.95,0.108,2022-09-30,44,0.0493,129.726,4,1
4FPJvOakS4gYBFyU,7,9.02,330105.0,4.65,False,0.104,0.97,-44.968,5,0.938,0.0555,2023-01-24,12,0.0378,86.906,3,7
E8F7PnVZGwCBeFLz,9,42.1,514405.0,79.10000000000001,False,0.146,1.48e-05,-4.996,6,0.0117,0.499,2014-07-04,70,0.0496,130.075,4,12
D425UDj5hVMH5euq,10,47.4,425205.0,4.94,False,0.106,0.749,-32.698,5,0.984,0.226,1959-06-02,53,0.0912,62.287,4,13
2ROpO/MBpVuzKrmL,4,45.9,650631.0,57.99999999999999,False,0.124,0.0203,-14.4,6,0.00872,0.185,2016-09-12,36,0.0353,128.789,4,11
Sv/7z2FCjPaJbMuu,0,33.7,516405.0,80.9,False,0.319,0.000272,,5,0.00738,0.319,2019-02-22,53,0.0327,145.879,4,17
WWjsM2nHPys0zkZL,11,67.60000000000001,332075.0,85.6,False,0.141,0.0,-3.6999999999999993,6,0.454,0.965,2022-09-23,75,0.0393,144.092,4,15
kiCdKkyyUHlzzPHS,0,71.5,425471.0,60.5,False,0.189,1.41e-05,-5.256,5,0.239,0.454,2018-11-30,80,0.0428,122.956,4,16
oVEOq3dc5q9jey8F,6,,285733.0,17.0,True,0.0942,0.0215,-24.454,6,0.738,0.309,2023-08-11,44,0.0373,106.048,3,11
JyPLhz4R7VIkQ0RW,6,32.800000000000004,253005.0,6.09,False,0.0969,0.938,-59.886,6,0.96,0.337,2023-04-23,52,0.0722,83.619,3,1
sLAzQ8VbMtiiSmRb,8,56.00000000000001,474965.0,73.6,True,0.174,0.0991,-10.28,6,0.0135,0.389,2020-02-21,54,0.0339,94.987,4,15
vDbLbDKWfIMEC3n5,1,70.3,505471.0,57.8,False,0.102,0.0024,-13.206,6,0.446,0.67,2022-02-11,68,0.0728,105.204,4,20
Tv9hG/5BB3nOGM1I,8,54.400000000000006,1005951.0,20.0,False,0.0896,0.443,-21.466,5,0.227,0.0981,2006-03-17,44,0.0507,117.573,3,11
a8P9cPAdwUFyJpqe,9,83.6,247099.0,40.9,True,0.242,4.92e-06,,6,0.258,0.233,2023-06-03,70,0.188,101.931,4,1
zEITE77uSDwJPbEx,0,84.6,393657.0,59.5,False,0.063,1.96e-06,-11.744,6,0.0904,0.78,2007-01-01,69,0.0439,101.632,4,20
mL3kmTAqBlJrJdxM,0,23.7,696015.0,92.9,False,0.621,0.0762,-6.086,6,0.000727,,2021-10-15,38,0.0655,87.591,4,17
E+WfO1jRZK5jO5bL,2,,449667.0,80.30000000000001,True,0.356,0.0,-1.7539999999999996,6,0.0188,0.402,2023-10-20,56,0.344,159.059,4,1
Rd2/k7W5i9Uh81Zb,10,65.0,284087.0,54.1,False,0.0838,0.0,-9.312,5,0.397,0.447,2023-06-02,65,0.0508,77.011,4,4
haUD26QfpPfEGnxR,5,45.0,321737.0,52.7,False,0.14,0.00297,-15.774,6,0.211,0.731,2011-01-01,47,0.0329,118.512,4,46
HhdXF1dVYM+7KzLM,6,78.3,475589.0,46.7,False,0.109,0.809,-13.948,6,0.729,0.236,2015,70,0.0503,90.838,4,1
BXUkZLMHNFgza870,9,30.9,308289.0,53.5,False,0.12,0.0,,6,0.548,0.245,2023-06-22,33,0.0437,187.62,3,1
j0Ap/tSZ6AlQVl/U,11,51.5,419119.0,86.9,False,0.21,2.01e-06,-4.464,6,0.00257,0.452,2015-04-14,61,0.0672,93.24,4,13
1JKdqVX3siDcnPJU,0,70.89999999999999,364677.0,69.3,False,0.504,0.665,,6,0.477,0.239,2023-05-02,44,0.236,110.986,4,2
pGSEA8TCaBzDcDY6,7,75.4,314431.0,52.3,True,0.077,0.0131,-10.564,6,0.0144,0.609,2023-10-20,47,0.0446,110.956,4,12
uNUFvgMCpuiV5fKB,10,97.1,384005.0,,True,0.128,0.0,-5.52,5,0.416,0.754,2023-05-26,79,0.154,119.965,4,1
fHz3+gTTL+mhZv7m,9,38.5,450255.0,97.4,False,0.364,0.881,-4.380000000000001,6,0.0777,0.824,2018-11-09,21,0.0458,156.876,4,1
8ACUnzYrwxx+P8qf,9,28.3,236059.0,4.34,False,0.117,0.938,-24.106,5,0.949,0.0729,2023-01-05,55,0.0384,170.825,3,1
ulGIDmNqLd3wzE3d,4,54.50000000000001,392297.0,74.9,False,0.232,0.0,-8.242,5,0.103,0.681,2020-10-29,69,0.153,100.503,4,14
SeeH6y2ZxlFuC5Sa,6,58.8,417151.0,46.1,False,0.0913,1.54e-05,-12.372,5,0.237,0.659,2003-06-24,68,0.161,200.053,4,15
P46DudYg+Y10aJbW,5,59.9,363753.0,16.0,False,0.113,0.0176,-31.178,5,0.902,,2023-09-20,31,0.0513,128.295,4,10
LZe4OOgn6Sl3pf7z,9,50.4,405829.0,89.3,True,0.34,1.83e-05,-4.602,6,0.00556,0.333,2022-03-16,63,,145.005,4,1
59VD73F4/7ExWFeG,0,48.3,307407.0,26.6,False,0.166,0.839,-31.092,6,0.825,0.113,2023-04-14,41,0.0441,153.981,4,1
S7LiOdnFNJ3wlrzB,11,48.6,247785.0,54.50000000000001,True,0.0642,0.00474,-10.848,6,0.0652,0.0385,2022-10-17,83,0.0336,150.187,4,1
mYx3izxEyO3axauu,7,,376005.0,47.0,False,0.131,1.12e-06,-7.84,5,0.137,0.0569,2023-09-15,61,0.0329,120.006,4,1
Du4S2DyOYFf0af69,10,10.2,1074857.0,7.33,False,0.28,0.859,-43.266,5,0.974,0.0308,2010-01-18,60,0.0488,73.954,3,29
cF+o2v0yvkrK8niO,7,67.7,541951.0,53.900000000000006,False,0.845,1.84e-06,-23.878,6,0.0455,0.469,1991-07-09,64,0.063,95.116,4,13
hVzKcBtfntzirSDv,0,71.7,321317.0,67.10000000000001,False,0.0921,2.54e-06,-5.154,5,0.0018,0.699,2021-09-24,78,0.0337,110.054,4,1
Dj3H2d+en/SHytuR,6,88.5,420831.0,57.9,False,0.0753,1.17e-05,-3.8320000000000007,5,0.0311,0.875,2000-05-23,52,0.209,95.206,4,15
xU91n83mxk17djum,11,62.8,345933.0,52.3,False,0.219,0.00274,-11.614,5,0.701,0.416,2023-09-01,98,0.0946,,4,1
nrwgzWXl1cjH0aZm,9,78.5,437925.0,73.7,False,0.108,0.000107,-5.612,6,0.042,0.971,1982,75,0.0363,125.447,4,10
mk4V3wMF42Cvh3tz,7,38.2,295685.0,99.6,False,0.417,0.0,-3.2379999999999995,6,0.00208,0.327,2009-09-09,76,0.104,93.345,4,25
0uYCUu9qqgjGu0OU,5,56.3,553255.0,54.900000000000006,False,0.317,0.00427,-6.146000000000001,6,0.463,0.74,2021-08-06,28,0.0287,152.066,4,1
qPnMwzIkCatJ19vu,6,54.2,521977.0,86.7,False,0.116,0.00347,-5.52,5,0.0226,0.326,2015-10-16,68,0.0813,134.984,4,11
pG31IW3r+JqpLzS2,10,71.6,302227.0,80.10000000000001,False,0.312,2.9e-06,-8.216,5,0.171,0.61,2023-03-27,40,0.326,108.02,4,1
S4FmzLM52L394OGy,4,50.0,,82.39999999999999,False,0.0916,0.00161,-6.692,5,0.00016,0.539,1991-09-26,79,0.0388,120.125,4,13
